饰物名字	大类型	副类型	详细类别	重量	价格	五行	耐久	"防御力(外,内)"	附加属性1	附加属性1数值	附加属性2	附加属性2数值	套装编号	要求等级	要求性别	要求体型	要求门派	在界面上显示的小图	在界面上显示的大图	说明文字	装备在身上的时候，使用的显示类型名字	丢落在地面的时候，使用哪一个物件资源	脚本文件	评价等级	是否能交易(0能1不能)	是否能丢弃(0能1不能)	流派需求	是否可维修（0是/1否）
八宝罗汉之大乘玉戒	0	102	435	10	10000	0	100						4031	70	1	1	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	少林武僧弟子悟正觉而明了如来，授罗汉堂首座，掌管少林十八罗汉，授正觉玉戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	4	0
八宝罗汉之大乘玉戒	0	102	436	10	10000	0	100						4032	70	1	2	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	少林武僧弟子悟正觉而明了如来，授罗汉堂首座，掌管少林十八罗汉，授正觉玉戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	4	0
天机使者之神兆佩	0	102	631	10	10000	0	100						6031	70	1	1	新手禁用	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆佩以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
天机使者之神兆佩	0	102	632	10	10000	0	100						6032	70	1	2	新手禁用	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆佩以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
天机使者之神兆佩	0	102	633	10	10000	0	100						6033	70	2	3	新手禁用	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆佩以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
天机使者之神兆佩	0	102	634	10	10000	0	100						6034	70	2	4	新手禁用	\image\item\ring\ring_010a1.spr	\image\item\ring\ring_010a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆佩以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
天机使者之神兆环	0	102	635	10	10000	0	100						6031	70	1	1	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆环以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
天机使者之神兆环	0	102	636	10	10000	0	100						6032	70	1	2	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆环以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
天机使者之神兆环	0	102	637	10	10000	0	100						6033	70	2	3	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆环以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
天机使者之神兆环	0	102	638	10	10000	0	100						6034	70	2	4	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	唐门之天机，神兆之天机，唐门弟子若悟机关之玄妙，授神兆环以名天机使者。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	6	0
白莲仙子之宝蕴玉戒	0	102	831	10	10000	0	100						8031	70	2	3	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	佛法精深，万相无边五蕴皆空。峨嵋佛家弟子若悟，莲花暗生，授宝蕴玉戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	8	0
白莲仙子之宝蕴玉戒	0	102	832	10	10000	0	100						8032	70	2	4	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	佛法精深，万相无边五蕴皆空。峨嵋佛家弟子若悟，莲花暗生，授宝蕴玉戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	8	0
白莲仙子之宝蕴翠戒	0	102	835	10	10000	0	100						8031	70	2	3	新手禁用	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	佛法精深，万相无边五蕴皆空。峨嵋佛家弟子若悟，莲花暗生，授宝蕴翠戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	8	0
白莲仙子之宝蕴翠戒	0	102	836	10	10000	0	100						8032	70	2	4	新手禁用	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	佛法精深，万相无边五蕴皆空。峨嵋佛家弟子若悟，莲花暗生，授宝蕴翠戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	8	0
玉韵仙子之弦魂玉戒	0	102	931	10	10000	0	100						9031	70	2	3	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	佛坐化菩提起灭，佛音易幻，修成玉韵仙子，化弦魂为音魂。授弦魂玉戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	9	0
玉韵仙子之弦魂玉戒	0	102	932	10	10000	0	100						9032	70	2	4	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	佛坐化菩提起灭，佛音易幻，修成玉韵仙子，化弦魂为音魂。授弦魂玉戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	9	0
玉韵仙子之弦魂翠戒	0	102	935	10	10000	0	100						9031	70	2	3	新手禁用	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	佛坐化菩提起灭，佛音易幻，修成玉韵仙子，化弦魂为音魂。授弦魂翠戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	9	0
玉韵仙子之弦魂翠戒	0	102	936	10	10000	0	100						9032	70	2	4	新手禁用	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	佛坐化菩提起灭，佛音易幻，修成玉韵仙子，化弦魂为音魂。授弦魂翠戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	9	0
龙头神丐之腾云佩	0	102	1131	10	10000	0	100						11031	70	1	1	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云佩以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
龙头神丐之腾云佩	0	102	1132	10	10000	0	100						11032	70	1	2	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云佩以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
龙头神丐之腾云佩	0	102	1133	10	10000	0	100						11033	70	2	3	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云佩以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
龙头神丐之腾云佩	0	102	1134	10	10000	0	100						11034	70	2	4	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云佩以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
龙头神丐之腾云戒	0	102	1135	10	10000	0	100						11031	70	1	1	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云戒以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
龙头神丐之腾云戒	0	102	1136	10	10000	0	100						11032	70	1	2	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云戒以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
龙头神丐之腾云戒	0	102	1137	10	10000	0	100						11033	70	2	3	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云戒以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
龙头神丐之腾云戒	0	102	1138	10	10000	0	100						11034	70	2	4	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮净衣弟子，逍遥天地豪气盖世，得帮内龙头神丐之名，授腾云戒以阔交游。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	11	0
乞天神丐之云游佩	0	102	1231	10	10000	0	100						12031	70	1	1	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮游侠世间行迹天下，污佩弟子云游无执逍遥自在，授云游佩为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
乞天神丐之云游佩	0	102	1232	10	10000	0	100						12032	70	1	2	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮游侠世间行迹天下，污佩弟子云游无执逍遥自在，授云游佩为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
乞天神丐之云游佩	0	102	1233	10	10000	0	100						12033	70	2	3	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮游侠世间行迹天下，污佩弟子云游无执逍遥自在，授云游佩为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
乞天神丐之云游佩	0	102	1234	10	10000	0	100						12034	70	2	4	新手禁用	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	丐帮游侠世间行迹天下，污佩弟子云游无执逍遥自在，授云游佩为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
乞天神丐之云游戒	0	102	1235	10	10000	0	100						12031	70	1	1	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮游侠世间行迹天下，污戒弟子云游无执逍遥自在，授云游戒为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
乞天神丐之云游戒	0	102	1236	10	10000	0	100						12032	70	1	2	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮游侠世间行迹天下，污戒弟子云游无执逍遥自在，授云游戒为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
乞天神丐之云游戒	0	102	1237	10	10000	0	100						12033	70	2	3	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮游侠世间行迹天下，污戒弟子云游无执逍遥自在，授云游戒为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
乞天神丐之云游戒	0	102	1238	10	10000	0	100						12034	70	2	4	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	丐帮游侠世间行迹天下，污戒弟子云游无执逍遥自在，授云游戒为乞天神丐。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	12	0
掌经道人之清光法戒	0	102	1431	10	10000	0	100						14031	70	1	1	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
掌经道人之清光法戒	0	102	1432	10	10000	0	100						14032	70	1	2	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
掌经道人之清光法戒	0	102	1433	10	10000	0	100						14033	70	2	3	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
掌经道人之清光法戒	0	102	1434	10	10000	0	100						14034	70	2	4	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
掌经道人之清光法环	0	102	1435	10	10000	0	100						14031	70	1	1	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
掌经道人之清光法环	0	102	1436	10	10000	0	100						14032	70	1	2	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
掌经道人之清光法环	0	102	1437	10	10000	0	100						14033	70	2	3	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
掌经道人之清光法环	0	102	1438	10	10000	0	100						14034	70	2	4	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当道家弟子参自然之道，内功趋化境，剑气流清光，是为掌经道人授清光法法环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	14	0
太乙散人之浩然戒	0	102	1531	10	10000	0	100						15031	70	1	1	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
太乙散人之浩然戒	0	102	1532	10	10000	0	100						15032	70	1	2	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
太乙散人之浩然戒	0	102	1533	10	10000	0	100						15033	70	2	3	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
太乙散人之浩然戒	0	102	1534	10	10000	0	100						15034	70	2	4	新手禁用	\image\item\ring\ring_018a1.spr	\image\item\ring\ring_018a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然戒。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
太乙散人之浩然环	0	102	1535	10	10000	0	100						15031	70	1	1	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
太乙散人之浩然环	0	102	1536	10	10000	0	100						15032	70	1	2	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
太乙散人之浩然环	0	102	1537	10	10000	0	100						15033	70	2	3	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
太乙散人之浩然环	0	102	1538	10	10000	0	100						15034	70	2	4	新手禁用	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	武当俗家修太极神功，弟子真气达沉敛不浮凝聚不滞为得神，是为太乙真人得浩然环。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	15	0
龙骧将军之傲气虎符	0	102	1731	10	10000	0	100						17031	70	1	1	新手禁用	\image\item\ring\将军将令3a1.spr	\image\item\ring\将军将令3a0.spr	杨门枪法创制天下，驰骋沙场者傲气为先，封龙骧将军者振策三军，授傲气虎符。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	17	0
龙骧将军之傲气虎符	0	102	1732	10	10000	0	100						17032	70	1	2	新手禁用	\image\item\ring\将军将令3a1.spr	\image\item\ring\将军将令3a0.spr	杨门枪法创制天下，驰骋沙场者傲气为先，封龙骧将军者振策三军，授傲气虎符。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	17	0
龙骧将军之傲气虎符	0	102	1733	10	10000	0	100						17033	70	2	3	新手禁用	\image\item\ring\将军将令3a1.spr	\image\item\ring\将军将令3a0.spr	杨门枪法创制天下，驰骋沙场者傲气为先，封龙骧将军者振策三军，授傲气虎符。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	17	0
龙骧将军之傲气虎符	0	102	1734	10	10000	0	100						17034	70	2	4	新手禁用	\image\item\ring\将军将令3a1.spr	\image\item\ring\将军将令3a0.spr	杨门枪法创制天下，驰骋沙场者傲气为先，封龙骧将军者振策三军，授傲气虎符。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	17	0
龙骧将军之傲气令旗	0	102	1735	10	10000	0	100						17031	70	1	1	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	杨门枪法创制天下，驰骋沙场者傲气为先，封龙骧将军者振策三军，授傲气令旗。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	17	0
龙骧将军之傲气令旗	0	102	1736	10	10000	0	100						17032	70	1	2	新手禁用	\image\item\ring\将军令旗1a1.spr	\image\item\ring\将军令旗1a0.spr	杨门枪法创制天下，驰骋沙场者傲气为先，封龙骧将军者振策三军，授傲气令旗。		已绑定装备	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	17	0
